boletim,tipo_acidente,desc_tipo_acidente,cod_tempo,desc_tempo,cod_pavimento,pavimento,cod_regional,desc_regional,origem_boletim,velocidade_permitida,indicador_fatalidade,valor_ups,descricao_ups,data,hora,faixa_hora,faixa_hora_num,mes,ano,dia,total_envolvidos,total_fatais,idade_media_envolvidos,total_condutores,total_pedestres,total_passageiros,total_embriaguez,total_veiculos,nome_municipio,tipo_logradouro,nome_logradouro,bairro,longitude,latitude
2019026821139001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,25,PAMPULHA,POLICIA MILITAR,0,N,0,0,2019-06-07,13:38:00,Tarde,2,6,2019,7,3,0,47.3,2,0.0,1.0,0.0,2.0,BELO HORIZONTE,RUA,ANTONIO ALEIXO,Serrano,,
2019027020851001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,19,CENTRO-SUL,POLICIA MILITAR,0,N,0,0,2019-06-08,17:07:00,Tarde,2,6,2019,8,2,0,13.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,RUA,DOS GUAICURUS,Centro,,
2019032452512001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,25,PAMPULHA,POLICIA MILITAR,0,N,0,0,2019-07-08,16:21:00,Tarde,2,7,2019,8,2,0,35.5,2,0.0,0.0,0.0,3.0,BELO HORIZONTE,RUA,FARMACEUTICA MARIQUINHA NORONHA,Paqueta,,
2019032675416001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,22,NOROESTE,POLICIA MILITAR,0,N,0,0,2019-07-09,17:55:00,Tarde,2,7,2019,9,2,0,40.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,RUA,WILSON MENDES,Padre Eustáquio,,
2019017864209001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,22,NOROESTE,POLICIA MILITAR,0,N,0,0,2019-04-17,14:08:00,Tarde,2,4,2019,17,2,0,30.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,TERESA CRISTINA,Carlos Prates,,
2019033181490001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,21,NORDESTE,POLICIA MILITAR,0,N,0,0,2019-07-12,12:20:00,Tarde,2,7,2019,12,2,0,43.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,RUA,AMANHECE,São Paulo,,
2019033381530001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,23,NORTE,POLICIA MILITAR,0,N,0,0,2019-07-13,15:31:00,Tarde,2,7,2019,13,2,0,45.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,SARAMENHA,Guarani,,
2019033518173001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,20,LESTE,POLICIA MILITAR,0,N,0,0,2019-07-14,15:03:00,Tarde,2,7,2019,14,3,0,35.7,2,0.0,1.0,0.0,2.0,BELO HORIZONTE,AVE,CRISTIANO MACHADO,Colégio Batista,,
2019018634705001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,25,PAMPULHA,POLICIA MILITAR,0,N,0,0,2019-04-22,12:39:00,Tarde,2,4,2019,22,2,0,13.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,CRISTIANO MACHADO,Dona Clara,,
2019035322929001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,23,NORTE,POLICIA MILITAR,0,N,0,0,2019-07-24,15:32:00,Tarde,2,7,2019,24,2,0,10.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,RISOLETA NEVES,Providencia,,
2019035356152001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,22,NOROESTE,POLICIA MILITAR,0,N,0,0,2019-07-24,17:25:00,Tarde,2,7,2019,24,2,0,50.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,NOSSA SENHORA DE FATIMA,Lagoinha,,
2019018882998001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,23,NORTE,POLICIA MILITAR,0,N,0,0,2019-04-23,17:02:00,Tarde,2,4,2019,23,2,0,25.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,RUA,JOAQUIM CLEMENTE ROCHA,Tupi B,,
2019028769765001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,19,CENTRO-SUL,POLICIA MILITAR,0,N,0,0,2019-06-18,13:20:00,Tarde,2,6,2019,18,2,0,55.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,RUA,ESPIRITO SANTO,Centro,,
2019036336209001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,20,LESTE,POLICIA MILITAR,0,N,0,0,2019-07-30,13:08:00,Tarde,2,7,2019,30,3,0,32.7,2,0.0,1.0,0.0,2.0,BELO HORIZONTE,AVE,DOS ANDRADAS,Vera Cruz,,
2019036357743001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,22,NOROESTE,POLICIA MILITAR,0,N,0,0,2019-07-30,13:39:00,Tarde,2,7,2019,30,2,0,24.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,ITAU,Dom Bosco,,
2019036473586001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,18,BARREIRO,POLICIA MILITAR,0,N,0,0,2019-07-28,16:30:00,Tarde,2,7,2019,28,3,0,30.7,3,0.0,0.0,0.0,3.0,BELO HORIZONTE,ROD,ANEL RODOVIARIO CELSO MELLO AZEVEDO,Olhos D'Água,,
2019023750327001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,18,BARREIRO,POLICIA MILITAR,0,N,0,0,2019-05-21,14:29:00,Tarde,2,5,2019,21,2,0,21.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,EXPEDITO DE FARIA TAVARES,Marilândia,,
2019034461182001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,24,OESTE,POLICIA MILITAR,0,N,0,0,2019-07-19,13:00:00,Tarde,2,7,2019,19,2,0,40.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,RAJA GABAGLIA,Leonina,,
2019019423437001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,26,VENDA NOVA,POLICIA MILITAR,0,N,0,0,2019-04-26,13:35:00,Tarde,2,4,2019,26,2,0,43.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,RUA,DOUTOR ARCHIMEDES THEODORO,Jardim Dos Comerciarios,,
2019019470731001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,19,CENTRO-SUL,POLICIA MILITAR,0,N,0,0,2019-04-26,16:45:00,Tarde,2,4,2019,26,2,0,43.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,RUA,DIAS ADORNO,Santo Agostinho,,
2019035655499001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,24,OESTE,POLICIA MILITAR,0,N,0,0,2019-07-22,15:00:00,Tarde,2,7,2019,22,2,0,19.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,RUA,OSCAR TROMPOWSKY,Gutierrez,,
2019019724352002,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,26,VENDA NOVA,POLICIA MILITAR,0,N,0,0,2019-04-28,12:27:00,Tarde,2,4,2019,28,2,0,41.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,VILARINHO,Venda Nova,,
2019019730074001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,24,OESTE,POLICIA MILITAR,0,N,0,0,2019-04-28,12:36:00,Tarde,2,4,2019,28,2,0,40.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,DOM JOAO VI,Cinquentenario,,
2019029841250001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,21,NORDESTE,POLICIA MILITAR,0,N,0,0,2019-06-24,14:09:00,Tarde,2,6,2019,24,2,0,41.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,CRISTIANO MACHADO,Cidade Nova,,
2019034921743001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,0,,POLICIA MILITAR,0,N,0,0,2019-07-22,13:49:00,Tarde,2,7,2019,22,2,0,31.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,RUA,TUNEL DA LAGOINHA,Lagoinha,,
2019020464975001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,22,NOROESTE,POLICIA MILITAR,0,N,0,0,2019-05-02,16:36:00,Tarde,2,5,2019,2,2,0,20.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,PRESIDENTE CARLOS LUZ,Caicaras,,
2019035873283001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,20,LESTE,POLICIA MILITAR,0,N,0,0,2019-07-27,17:05:00,Tarde,2,7,2019,27,2,0,40.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,DOS ANDRADAS,Esplanada,,
2019035981821001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,20,LESTE,POLICIA MILITAR,0,N,0,0,2019-07-28,15:01:00,Tarde,2,7,2019,28,2,0,31.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,DOS ANDRADAS,Vera Cruz,,
2019031782160001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,23,NORTE,POLICIA MILITAR,0,N,0,0,2019-07-04,13:00:00,Tarde,2,7,2019,4,2,0,42.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,SARAMENHA,Floramar,,
2019021857898001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,18,BARREIRO,POLICIA MILITAR,0,N,0,0,2019-05-10,16:14:00,Tarde,2,5,2019,10,2,0,42.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,NELIO CERQUEIRA,Itaipu,,
2019021868606001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,25,PAMPULHA,POLICIA MILITAR,0,N,0,0,2019-05-10,16:33:00,Tarde,2,5,2019,10,2,0,35.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,PRESIDENTE ANTONIO CARLOS,Liberdade,,
2019026814845001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,26,VENDA NOVA,POLICIA MILITAR,0,N,0,0,2019-06-07,13:54:00,Tarde,2,6,2019,7,2,0,42.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,RUA,PADRE PEDRO PINTO,Maria Helena,,
2019031972260001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,22,NOROESTE,POLICIA MILITAR,0,N,0,0,2019-07-05,14:42:00,Tarde,2,7,2019,5,2,0,52.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,RUA,FORMIGA,Lagoinha,,
2019032117085001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,19,CENTRO-SUL,POLICIA MILITAR,0,N,0,0,2019-07-06,13:26:00,Tarde,2,7,2019,6,2,0,30.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,NOSSA SENHORA DO CARMO,São Pedro,,
2019012763794001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,23,NORTE,POLICIA MILITAR,0,N,0,0,2019-03-19,16:04:00,Tarde,2,3,2019,19,2,0,36.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,RUA,ITAPOA,Guarani,,
2019003011539001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,18,BARREIRO,POLICIA MILITAR,0,N,0,0,2019-01-20,16:51:00,Tarde,2,1,2019,20,2,0,43.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,ROD,ANEL RODOVIARIO CELSO MELLO AZEVEDO,Bonsucesso,,
2019003138735001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,22,NOROESTE,POLICIA MILITAR,0,N,0,0,2019-01-21,13:43:00,Tarde,2,1,2019,21,2,0,41.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,ROD,PRESIDENTE JUSCELINO KUBITSCHEK,California,,
2019007312936001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,23,NORTE,POLICIA MILITAR,0,N,0,0,2019-02-12,14:30:00,Tarde,2,2,2019,12,2,0,10.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,RUA,CINCO,Novo Tupi,,
2019013097672001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,20,LESTE,POLICIA MILITAR,0,N,0,0,2019-03-21,12:26:00,Tarde,2,3,2019,21,2,0,53.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,RUA,BELEM,Paraíso,,
2019003354953001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,19,CENTRO-SUL,POLICIA MILITAR,0,N,0,0,2019-01-22,17:06:00,Tarde,2,1,2019,22,2,0,25.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,PCA,RAUL SOARES,Centro,,
2019003518153001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,21,NORDESTE,POLICIA MILITAR,0,N,0,0,2019-01-23,16:34:00,Tarde,2,1,2019,23,3,0,33.3,3,0.0,0.0,0.0,3.0,BELO HORIZONTE,AVE,PRESIDENTE ANTONIO CARLOS,Lagoinha,,
2019013459860001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,25,PAMPULHA,POLICIA MILITAR,0,N,0,0,2019-03-23,14:39:00,Tarde,2,3,2019,23,3,0,39.3,2,0.0,1.0,0.0,2.0,BELO HORIZONTE,AVE,PRESIDENTE ANTONIO CARLOS,São Francisco,,
2019013593137001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,26,VENDA NOVA,POLICIA MILITAR,0,N,0,0,2019-03-24,14:21:00,Tarde,2,3,2019,24,2,0,32.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,RUA,SERAFIM PEREIRA DA SILVA,Lagoa,,
2019013610816001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,21,NORDESTE,POLICIA MILITAR,0,N,0,0,2019-03-24,15:31:00,Tarde,2,3,2019,24,2,0,27.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,RUA,ABILIO ALVES DOS SANTOS,Goiânia,,
2019013743719001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,19,CENTRO-SUL,POLICIA MILITAR,0,N,0,0,2019-03-25,12:30:00,Tarde,2,3,2019,25,2,0,52.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,OLEGARIO MACIEL,Centro,,
2019013755544001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,21,NORDESTE,POLICIA MILITAR,0,N,0,0,2019-03-23,16:30:00,Tarde,2,3,2019,23,3,0,20.3,2,0.0,1.0,0.0,2.0,BELO HORIZONTE,ROD,ANEL RODOVIARIO CELSO MELLO AZEVEDO,Nazaré,,
2019013767718001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,0,,POLICIA MILITAR,0,N,0,0,2019-03-25,14:59:00,Tarde,2,3,2019,25,2,0,32.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,PRESIDENTE JUSCELINO KUBITSCHECK MARGINAL DIREITA,California,,
2019003698179001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,26,VENDA NOVA,POLICIA MILITAR,0,N,0,0,2019-01-24,16:47:00,Tarde,2,1,2019,24,3,0,29.0,2,0.0,1.0,0.0,2.0,BELO HORIZONTE,RUA,PADRE PEDRO PINTO,Maria Helena,,
2019014999124001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,20,LESTE,POLICIA MILITAR,0,N,0,0,2019-04-01,12:04:00,Tarde,2,4,2019,1,2,0,37.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,RUA,ARAXA,Colégio Batista,,
2019010667735001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,0,,POLICIA MILITAR,0,N,0,0,2019-03-07,14:26:00,Tarde,2,3,2019,7,2,0,40.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,PCA,FLORIANO PEIXOTO,Santa Efigênia,,
2019011062484001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,23,NORTE,POLICIA MILITAR,0,N,0,0,2019-03-09,17:00:00,Tarde,2,3,2019,9,2,0,38.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,ROD,CAMILO TEIXEIRA DA COSTA,Ribeiro De Abreu,,
2019011723005001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,21,NORDESTE,POLICIA MILITAR,0,N,0,0,2019-03-13,15:03:00,Tarde,2,3,2019,13,2,0,34.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,PRESIDENTE ANTONIO CARLOS,São Cristovão,,
2019001456562001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,20,LESTE,POLICIA MILITAR,0,N,0,0,2019-01-10,16:08:00,Tarde,2,1,2019,10,2,0,12.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,PCA,SANTUARIO SAO GERALDO,São Geraldo,,
2019001596050001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,0,,POLICIA MILITAR,0,N,0,0,2019-01-11,13:29:00,Tarde,2,1,2019,11,2,0,33.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,RUA,ALAGOAS,Funcionários,,
2019006748380001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,18,BARREIRO,POLICIA MILITAR,0,N,0,0,2019-02-12,16:45:00,Tarde,2,2,2019,12,2,0,43.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,DEPUTADO ALVARO ANTONIO,Bairro Das Industrias I,,
2019002376460002,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,22,NOROESTE,POLICIA MILITAR,0,N,0,0,2019-01-16,14:39:00,Tarde,2,1,2019,16,3,0,40.3,2,0.0,1.0,0.0,2.0,BELO HORIZONTE,AVE,PRESIDENTE ANTONIO CARLOS,Aparecida,,
2019061750786001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,19,CENTRO-SUL,POLICIA MILITAR,0,N,0,0,2019-12-16,12:49:00,Tarde,2,12,2019,16,2,0,31.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,RUA,DOS TUPIS,Centro,,
2019062672417001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,18,BARREIRO,POLICIA MILITAR,0,N,0,0,2019-12-21,12:52:00,Tarde,2,12,2019,21,3,0,45.0,3,0.0,0.0,0.0,3.0,BELO HORIZONTE,ROD,ANEL RODOVIARIO CELSO MELLO AZEVEDO,Bairro Das Industrias I,,
2019063448531001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,0,,POLICIA MILITAR,0,N,0,0,2019-12-25,17:50:00,Tarde,2,12,2019,25,2,0,32.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,CACHOEIRINHA,São Paulo,,
2019060035877001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,0,,POLICIA MILITAR,0,N,0,0,2019-12-06,14:52:00,Tarde,2,12,2019,6,2,0,46.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,ROD,ANEL RODOVIARIO CELSO MELLO AZEVEDO,Estrela Do Oriente,,
2019060087228001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,21,NORDESTE,POLICIA MILITAR,0,N,0,0,2019-12-05,16:30:00,Tarde,2,12,2019,5,2,0,18.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,RISOLETA NEVES,São Gabriel,,
2019056077256001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,24,OESTE,POLICIA MILITAR,0,N,0,0,2019-11-14,16:15:00,Tarde,2,11,2019,14,2,0,45.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,RUA,DAS CANOAS,Betania,,
2019056092737001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,21,NORDESTE,POLICIA MILITAR,0,N,0,0,2019-11-14,16:44:00,Tarde,2,11,2019,14,2,0,39.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,RUA,AIURUOCA,Vila São Paulo,,
2019050765594001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,23,NORTE,POLICIA MILITAR,0,N,0,0,2019-10-16,15:50:00,Tarde,2,10,2019,16,2,0,28.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,RUA,CORONEL JOAQUIM TIBURCIO,Heliópolis,,
2019040020058001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,25,PAMPULHA,POLICIA MILITAR,0,N,0,0,2019-08-19,17:42:00,Tarde,2,8,2019,19,3,0,31.0,3,0.0,0.0,0.0,3.0,BELO HORIZONTE,AVE,PRESIDENTE ANTONIO CARLOS,Campus Ufmg,,
2019045559627001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,21,NORDESTE,POLICIA MILITAR,0,N,0,0,2019-09-18,12:57:00,Tarde,2,9,2019,18,2,0,43.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,RISOLETA NEVES,São Gabriel,,
2019050805193001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,19,CENTRO-SUL,POLICIA MILITAR,0,N,0,0,2019-10-14,15:15:00,Tarde,2,10,2019,14,2,0,13.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,PROFESSOR ALFREDO BALENA,Santa Efigênia,,
2019050939805001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,20,LESTE,POLICIA MILITAR,0,N,0,0,2019-10-17,16:33:00,Tarde,2,10,2019,17,2,0,27.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,DOS ANDRADAS,Santa Efigênia,,
2019040458385001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,0,,POLICIA MILITAR,0,N,0,0,2019-08-21,15:56:00,Tarde,2,8,2019,21,2,0,21.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,RUA,DA OLARIA,Barreiro,,
2019045982774001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,24,OESTE,POLICIA MILITAR,0,N,0,0,2019-09-20,15:08:00,Tarde,2,9,2019,20,2,0,37.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,RUA,ELI SEABRA FILHO,Buritis,,
2019040797864001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,0,,POLICIA MILITAR,0,N,0,0,2019-08-23,15:25:00,Tarde,2,8,2019,23,2,0,58.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,VDT,DONA HELENA GRECO,Carlos Prates,,
2019046176576001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,23,NORTE,POLICIA MILITAR,0,N,0,0,2019-09-21,17:28:00,Tarde,2,9,2019,21,2,0,30.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,CRISTIANO MACHADO,Floramar,,
2019059241727001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,0,,POLICIA MILITAR,0,N,0,0,2019-12-02,12:09:00,Tarde,2,12,2019,2,3,0,16.7,2,0.0,1.0,0.0,2.0,BELO HORIZONTE,VDT,LIGACAO ANEL RODOVIARIO - SABARA,Goiânia,,
2019041123904001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,22,NOROESTE,POLICIA MILITAR,0,N,0,0,2019-08-25,17:44:00,Tarde,2,8,2019,25,3,0,30.3,2,0.0,1.0,0.0,2.0,BELO HORIZONTE,AVE,TERESA CRISTINA,Carlos Prates,,
2019041488400001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,24,OESTE,POLICIA MILITAR,0,N,0,0,2019-08-27,14:26:00,Tarde,2,8,2019,27,3,0,34.7,2,0.0,1.0,0.0,2.0,BELO HORIZONTE,RUA,DAS CANOAS,Betania,,
2019041521051001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,21,NORDESTE,POLICIA MILITAR,0,N,0,0,2019-08-27,16:36:00,Tarde,2,8,2019,27,2,0,46.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,PRESIDENTE ANTONIO CARLOS,Lagoinha,,
2019046902189001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,25,PAMPULHA,POLICIA MILITAR,0,N,0,0,2019-09-25,17:14:00,Tarde,2,9,2019,25,2,0,42.5,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,RUA,NOSSA SENHORA DO CARMO,Trevo,,
2019041880137001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,18,BARREIRO,POLICIA MILITAR,0,N,0,0,2019-08-29,14:29:00,Tarde,2,8,2019,29,2,0,44.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,DEPUTADO ALVARO ANTONIO,Bairro Das Industrias I,,
2019047113341001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,0,,POLICIA MILITAR,0,N,0,0,2019-09-25,17:40:00,Tarde,2,9,2019,25,2,0,36.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,AVE,CARANDAI,Centro,,
2019057469660001,H01002,ABALROAMENTO COM VITIMA,0,NAO INFORMADO,0,NAO INFORMADO,19,CENTRO-SUL,POLICIA MILITAR,0,N,0,0,2019-11-22,14:33:00,Tarde,2,11,2019,22,2,0,41.0,2,0.0,0.0,0.0,2.0,BELO HORIZONTE,ROD,BR TREZENTOS E CINQUENTA E SEIS,Belvedere,,
